"NOM_RBD","RBD","REGION_RBD","MATRICULADOS","PTJE_PROM","POSTULANTES","EGRESADOS_2024","PCNTJE_EGRESADOS_2024","POSTULANTES_UAI","PCNTJE_POSTULANTES_UAI","TOTAL_MUJERES_POST","PCNTJE_MUJERES_POST","POST_MUJERES_UAI","PCNTJE_POST_MUJERES_UAI","MATRICULADOS_UAI","PCNTJE_MATRICULADOS_UAI","TOTAL_MUJERES_MATRI","PCNTJE_MUJERES_MATRI","MATRI_MUJERES_UAI","PCNTJE_MATRI_MUJERES_UAI","Grupo.1..1.3.","Grupo.2..4.6.","Grupo.3..7.9.","Grupo.4..No.responde.","Otro","POST_COMPETENCIA1","PCNTJE_POST_COMPETENCIA1","POST_COMPETENCIA2","PCNTJE_POST_COMPETENCIA2","MATRI_COMPETENCIA1","PCNTJE_MATRI_COMPETENCIA1","MATRI_COMPETENCIA2","PCNTJE_MATRI_COMPETENCIA2","POST_UAI_FILTRADO","PCNTJE_POST_UAI_FILTRADO","POST_COMERCIAL","PCNTJE_COMERCIAL_POST","POST_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_POST","POST_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_POST","POST_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_POST","POST_ING_CIVIL","PCNTJE_ING_CIVIL_POST","POST_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_POST","POST_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_POST","POST_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_POST","POST_DERECHO","PCNTJE_DERECHO_POST","POST_DERECHO_UAI","PCNTJE_DERECHO_UAI_POST","POST_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_POST","POST_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_POST","POST_PSICOLOGIA","PCNTJE_PSICOLOGIA_POST","POST_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_POST","POST_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_POST","POST_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_POST","POST_PERIODISMO","PCNTJE_PERIODISMO_POST","POST_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_POST","POST_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_POST","POST_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_POST","POST_COMPT1_FILTRADO","PCNTJE_COMPT1_POST_FILTRADO","POST_COMPT2_FILTRADO","PCNTJE_COMPT2_POST_FILTRADO","MATRI_UAI_FILTRADO","PCNTJE_MATRI_UAI_FILTRADO","MATRI_COMERCIAL","PCNTJE_COMERCIAL_MATRI","MATRI_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_MATRI","MATRI_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_MATRI","MATRI_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_MATRI","MATRI_ING_CIVIL","PCNTJE_ING_CIVIL_MATRI","MATRI_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_MATRI","MATRI_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_MATRI","MATRI_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_MATRI","MATRI_DERECHO","PCNTJE_DERECHO_MATRI","MATRI_DERECHO_UAI","PCNTJE_DERECHO_UAI_MATRI","MATRI_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_MATRI","MATRI_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_MATRI","MATRI_PSICOLOGIA","PCNTJE_PSICOLOGIA_MATRI","MATRI_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_MATRI","MATRI_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_MATRI","MATRI_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_MATRI","MATRI_PERIODISMO","PCNTJE_PERIODISMO_MATRI","MATRI_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_MATRI","MATRI_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_MATRI","MATRI_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_MATRI","MATRI_COMPT1_FILTRADO","PCNTJE_COMPT1_MATRI_FILTRADO","MATRI_COMPT2_FILTRADO","PCNTJE_COMPT2_MATRI_FILTRADO","LATITUD","LONGITUD","locacion","cluster_carreras_general","cluster_vero_sf_post","cluster_vero_sf_matri","cluster_comercial_post_c5","cluster_civil_post_c2","cluster_derecho_post","cluster_derecho_matri","cluster_psicologia_post","cluster_psicologia_matri","cluster_periodismo_post","cluster_periodismo_matri","DIRECCION","COMUNA","PROVINCIA","NUMERO","REFERENCIA"
"ESCUELA MARCELA PAZ",9285,13,7,"798,186857142857",14,0,0,0,"0",10,"71,43",0,"0",0,"0",4,"57,14",0,"0",2,3,0,2,0,8,"57,14",1,"7,14",4,"57,14",0,"0",0,"0",3,"21,43",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",11,"78,57",0,"0",2,"14,29",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",2,"14,29",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-41.461411,-72.933563,"-41.461411,-72.933563",2,3,1,0,1,5,3,4,4,2,4,"PIRIQUINA","PUERTO MONTT","LLANQUIHUE",685,"POBLACIÃN CHILOE"
"ESCUELA MOVILIZADORES PORTUARIOS",2018,5,11,"661,354545454545",20,0,0,0,"0",10,"50",0,"0",0,"0",5,"45,45",0,"0",6,3,1,1,0,13,"65",4,"20",2,"18,18",0,"0",0,"0",0,"0",0,0,0,"0",10,"50",3,"15",0,0,0,"0",10,"50",0,"0",0,"0",0,"0",10,"50",1,"5",0,0,1,"5",10,"50",1,"5",0,"0",0,"0",10,"50",1,"5",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-33.5917065,-71.6005876,"SE DEBE SUBIR POR CALLE LUIS REUSS, CURVA HACIA LA DERECHA. A 200 METROS DE LA PARROQUIA SAN JOSÃ DE CALAZANS.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3,4,4,0,0,7,2,1,2,1,2,"FLORENCIA","SAN ANTONIO","SAN ANTONIO",951,"VILLA ALTO MIRADOR, SE DEBE SUBIR POR CALLE LUIS REUSS, CURVA HACIA LA DERECHA. A 200 METROS DE LA PARROQUIA SAN JOSÃ DE CALAZANS."
"ESCUELA MUNICIPAL ZUNIGA",2339,6,7,"718,921428571429",10,0,0,0,"0",5,"50",0,"0",0,"0",3,"42,86",0,"0",3,1,1,2,0,6,"60",0,"0",3,"42,86",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",3,"30",0,0,1,"10",0,"0",0,"0",0,"0",0,"0",0,"0",1,"10",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"10",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-34.414928,-71.1157,"-34.414928,-71.1157",3,4,1,0,0,2,4,3,6,5,1,"CALLE UNICA","SAN VICENTE","CACHAPOAL",144,"LOCALIDAD ZUÃIGA A 15 KM AL NORTE DE SAN VICENTE DE TAGUA  TAGUA"
"ESCUELA PART.  CURACAVI COLLEGE",25526,13,43,"697,025581395349",77,0,0,3,"3,9",44,"57,14",2,"4,55",0,"0",20,"46,51",0,"0",18,5,5,14,1,62,"80,52",4,"5,19",12,"27,91",0,"0",1,"1,3",11,"14,29",0,0,4,"5,19",1,"1,3",14,"18,18",0,0,6,"7,79",1,"1,3",51,"66,23",1,"1,3",25,"32,47",1,"1,3",2,"2,6",0,0,0,"0",1,"1,3",1,"1,3",0,"0",0,"0",1,"1,3",35,"45,45",0,"0",0,"0",2,"4,65",0,0,0,"0",0,"0",3,"6,98",0,0,1,"2,33",0,"0",7,"16,28",0,"0",3,"6,98",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",4,"9,3",0,"0",NA,-33.405321," POR LA CALLE DONDE SE UBICA LA FISCALIA."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-33.405321",2,4,1,0,4,3,1,3,6,5,1,"PRESBITERO MORAGA SUR","CURACAVÃ","TALAGANTE",450,"DESDE LA PLAZA DE CURACAVÃ HACIA EL SUR, POR LA CALLE DONDE SE UBICA LA FISCALIA."
"ESCUELA PART. ADVENTISTA SANTIAGO NORTE",10385,13,13,"662,492307692308",27,0,0,0,"0",15,"55,56",0,"0",0,"0",5,"38,46",0,"0",4,3,0,6,0,19,"70,37",2,"7,41",1,"7,69",2,"15,38",0,"0",0,"0",0,0,0,"0",0,"0",6,"22,22",0,0,1,"3,7",0,"0",0,"0",0,"0",0,"0",0,"0",2,"7,41",0,0,0,"0",0,"0",6,"22,22",0,"0",0,"0",0,"0",1,"3,7",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"7,69",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-33.371342,-70.690783,"-33.371342,-70.690783",4,4,4,0,0,4,2,3,2,5,2,"JULIO MONTT SALAMANCA","CONCHALÃ","SANTIAGO NORTE",5903,"INDEPENDENCIA ALTURA DEL 5900"
"ESCUELA PART. MASTER SCHOOL DE LAMPA",25132,13,34,"653,038235294118",60,0,0,1,"1,67",33,"55",1,"3,03",0,"0",19,"55,88",0,"0",22,6,2,4,0,37,"61,67",4,"6,67",6,"17,65",0,"0",0,"0",5,"8,33",0,0,2,"3,33",0,"0",7,"11,67",0,0,5,"8,33",0,"0",6,"10",0,"0",2,"3,33",0,"0",2,"3,33",0,0,0,"0",0,"0",2,"3,33",0,"0",0,"0",0,"0",9,"15",0,"0",0,"0",1,"2,94",0,0,0,"0",0,"0",1,"2,94",0,0,1,"2,94",0,"0",1,"2,94",0,"0",1,"2,94",0,"0",0,"0",0,0,0,"0",0,"0",1,"2,94",0,"0",0,"0",0,"0",2,"5,88",0,"0",-33.235648,-70.810498,"-33.235648,-70.810498",3,4,4,0,0,4,2,3,2,5,2,"JOSE MANUEL BALMACEDA","LAMPA","SANTIAGO NORTE",309,"BALMACEDA CON JOVINO NOVOA"
"ESCUELA PART. NAHUEL",25725,13,56,"770,540178571429",73,0,0,9,"12,33",37,"50,68",4,"10,81",2,"3,57",28,"50",1,"3,57",11,15,7,20,3,59,"80,82",18,"24,66",23,"41,07",4,"7,14",3,"4,11",5,"6,85",0,0,4,"5,48",2,"2,74",33,"45,21",0,0,25,"34,25",2,"2,74",16,"21,92",3,"4,11",7,"9,59",2,"2,74",4,"5,48",0,0,0,"0",2,"2,74",7,"9,59",0,"0",2,"2,74",2,"2,74",38,"52,05",0,"0",1,"1,79",0,"0",0,0,0,"0",0,"0",3,"5,36",0,0,1,"1,79",0,"0",3,"5,36",1,"1,79",0,"0",0,"0",2,"3,57",0,0,0,"0",0,"0",2,"3,57",0,"0",0,"0",0,"0",1,"1,79",0,"0",-33.802451,-70.713942,"-33.802451,-70.713942",2,5,1,0,2,5,3,4,4,2,4,"LAS POSESIONES","PAINE","SANTIAGO SUR",246,"PARADERO 15 SECTOR DE LA PALOMA EN PAINE"
"ESCUELA PART. PARTHENON COLLEGE",25944,13,36,"692,129166666667",62,0,0,1,"1,61",38,"61,29",0,"0",0,"0",19,"52,78",0,"0",15,5,7,7,2,37,"59,68",7,"11,29",11,"30,56",1,"2,78",0,"0",2,"3,23",0,0,1,"1,61",0,"0",14,"22,58",0,0,7,"11,29",0,"0",16,"25,81",0,"0",10,"16,13",1,"1,61",2,"3,23",0,0,0,"0",0,"0",9,"14,52",0,"0",2,"3,23",0,"0",20,"32,26",1,"1,61",0,"0",0,"0",0,0,0,"0",0,"0",2,"5,56",0,0,1,"2,78",0,"0",1,"2,78",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"2,78",0,"0",-33.610071,-70.866092,"-33.610071,-70.866092",4,4,1,0,0,1,4,3,6,5,1,"AVENIDA VICUÃA MACKENNA","PEÃAFLOR","TALAGANTE",699,"PARADERO 23 DE AV. VICUÃA MACKENNA PEÃAFLOR."
"ESCUELA PART. SAN JOSE DE LAMPA",26035,13,55,"691,375454545455",90,0,0,1,"1,11",51,"56,67",1,"1,96",0,"0",28,"50,91",0,"0",14,13,5,23,0,66,"73,33",6,"6,67",19,"34,55",0,"0",2,"2,22",4,"4,44",0,0,2,"2,22",0,"0",25,"27,78",0,0,22,"24,44",0,"0",25,"27,78",2,"2,22",6,"6,67",0,"0",8,"8,89",0,0,1,"1,11",0,"0",4,"4,44",0,"0",1,"1,11",0,"0",32,"35,56",0,"0",0,"0",1,"1,82",0,0,0,"0",0,"0",4,"7,27",0,0,4,"7,27",0,"0",2,"3,64",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"3,64",0,"0",0,"0",0,"0",4,"7,27",0,"0",-33.288258,-70.870865,"-33.288258,-70.870865",3,4,1,0,0,1,4,3,6,5,1,"ARTURO PRAT","LAMPA","SANTIAGO NORTE",1601,""
"ESCUELA PART. SANTA MARIA DE GUADALUPE",31262,13,20,"643,7625",29,0,0,0,"0",13,"44,83",0,"0",0,"0",9,"45",0,"0",4,4,5,6,1,16,"55,17",5,"17,24",2,"10",1,"5",0,"0",0,"0",0,0,0,"0",0,"0",4,"13,79",0,0,2,"6,9",0,"0",2,"6,9",0,"0",2,"6,9",0,"0",2,"6,9",0,0,0,"0",0,"0",3,"10,34",0,"0",1,"3,45",0,"0",5,"17,24",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"5",0,0,0,"0",0,"0",1,"5",0,"0",0,"0",0,"0",0,"0",0,"0",-33.321377,-70.7468302,"SALIDA SAN LUIS(DIRECCIÃN COLINA)"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-33.203815",3,4,4,0,0,4,2,3,2,5,2,"AVENIDA CONCEPCION","COLINA","SANTIAGO NORTE",519,"AUTOPISTA LOS LIBERTADORES,SALIDA SAN LUIS(DIRECCIÃN COLINA)"
"ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO",9660,13,41,"668,248780487805",77,0,0,0,"0",45,"58,44",0,"0",0,"0",20,"48,78",0,"0",26,6,2,7,0,59,"76,62",4,"5,19",15,"36,59",0,"0",0,"0",3,"3,9",0,0,2,"2,6",0,"0",11,"14,29",0,0,11,"14,29",0,"0",13,"16,88",0,"0",7,"9,09",0,"0",3,"3,9",0,0,0,"0",0,"0",20,"25,97",0,"0",9,"11,69",0,"0",29,"37,66",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"2,44",0,0,0,"0",0,"0",2,"4,88",0,"0",2,"4,88",0,"0",2,"4,88",0,"0",-33.5378864,-70.6465172," DESDE LAS BRISAS AL ORIENTE"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-33.5385",4,4,1,0,0,4,2,3,2,4,3,"BOLIVIA","SAN RAMÃN","SANTIAGO SUR",1574,"GRAN AVENIDA, DESDE LAS BRISAS AL ORIENTE"
"ESCUELA PARTICULAR ADVENTISTA",6122,9,26,"702,792307692308",47,0,0,0,"0",25,"53,19",0,"0",0,"0",15,"57,69",0,"0",9,6,7,4,0,3,"6,38",0,"0",0,"0",0,"0",0,"0",8,"17,02",0,0,0,"0",0,"0",22,"46,81",0,0,0,"0",0,"0",9,"19,15",0,"0",0,"0",0,"0",17,"36,17",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"3,85",0,0,0,"0",0,"0",2,"7,69",0,0,0,"0",0,"0",1,"3,85",0,"0",0,"0",0,"0",1,"3,85",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-39.284901,-72.228798,"-39.284901,-72.228798",6,3,4,0,0,2,4,3,6,5,1,"PEDRO MONTT","VILLARRICA","CAUTÃN SUR",775,"A DOS CUADRAS DEL MUNICIPIO."
"ESCUELA PARTICULAR ARTURO MATTE LARRAIN",9673,13,25,"681,592",44,0,0,1,"2,27",23,"52,27",0,"0",0,"0",12,"48",0,"0",17,4,0,4,0,28,"63,64",1,"2,27",5,"20",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",6,"13,64",0,0,4,"9,09",0,"0",16,"36,36",0,"0",4,"9,09",0,"0",2,"4,55",0,0,0,"0",0,"0",4,"9,09",0,"0",3,"6,82",0,"0",11,"25",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"4",0,0,1,"4",0,"0",3,"12",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"4",0,"0",-33.548292,-70.649046,"-33.548292,-70.649046",3,4,4,0,0,1,2,3,2,5,2,"ANIBAL ZAÃARTU","SAN RAMÃN","SANTIAGO SUR",9567,"PARADERO 26 GRAN AVDA HACIA EL ORIENTE POR CALLE VICUÃA MACKENNA"
"ESCUELA PARTICULAR CLAUDIO ARRAU",20041,9,10,"701,415",16,0,0,1,"6,25",10,"62,5",1,"10",0,"0",5,"50",0,"0",8,1,1,0,0,4,"25",0,"0",2,"20",0,"0",0,"0",2,"12,5",0,0,2,"12,5",0,"0",11,"68,75",0,0,2,"12,5",0,"0",10,"62,5",0,"0",1,"6,25",0,"0",1,"6,25",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",5,"31,25",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"20",0,0,1,"10",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"10",0,"0",-38.2657869,-73.2208223,"5 SECTOR RELUN"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-39.317551",2,3,4,0,4,2,4,3,6,5,1,"KM 2 VILLARRICA -LICANRAY","VILLARRICA","CAUTÃN SUR",0,"CAMINO VILLAROCA LICAN RAY KM 2,5 SECTOR RELUN"
"ESCUELA PARTICULAR CLAUDIO MATTE",9655,13,33,"724,025757575758",65,0,0,0,"0",39,"60",0,"0",0,"0",19,"57,58",0,"0",13,8,5,7,0,49,"75,38",5,"7,69",13,"39,39",0,"0",0,"0",2,"3,08",0,0,1,"1,54",0,"0",22,"33,85",0,0,17,"26,15",0,"0",7,"10,77",0,"0",3,"4,62",0,"0",2,"3,08",0,0,0,"0",0,"0",11,"16,92",0,"0",3,"4,62",0,"0",24,"36,92",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",3,"9,09",0,0,2,"6,06",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"6,06",0,"0",1,"3,03",0,"0",3,"9,09",0,"0",-33.5200054,-70.6331044," ANTES DE LLEGAR A INACAP"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-38.724751",4,4,1,0,0,2,4,4,6,2,3,"CALLEJON CHISPA","TEMUCO","CAUTÃN NORTE",15,"CALLEJON CHISPA 15 A - PASANDO EL PUENTE CHISPA, ANTES DE LLEGAR A INACAP"
"ESCUELA PARTICULAR DESIREE",10415,13,53,"655,741509433962",124,0,0,1,"0,81",68,"54,84",0,"0",0,"0",27,"50,94",0,"0",19,13,11,8,2,71,"57,26",12,"9,68",7,"13,21",0,"0",1,"0,81",5,"4,03",0,0,0,"0",0,"0",30,"24,19",0,0,18,"14,52",0,"0",51,"41,13",1,"0,81",17,"13,71",0,"0",10,"8,06",0,0,0,"0",0,"0",12,"9,68",0,"0",4,"3,23",1,"0,81",39,"31,45",1,"0,81",0,"0",1,"1,89",0,0,0,"0",0,"0",3,"5,66",0,0,1,"1,89",0,"0",7,"13,21",0,"0",1,"1,89",0,"0",0,"0",0,0,0,"0",0,"0",3,"5,66",0,"0",0,"0",0,"0",2,"3,77",0,"0",-33.201993,-70.678366,"-33.201993,-70.678366",3,4,4,0,0,1,2,3,2,5,2,"CALLE CHACABUCO","COLINA","SANTIAGO NORTE",435,"PLAZA CENTRAL  HACIA LA COSTA AL FINAL DE CALLE CHACABUCO."
